filename,timestamp,lat,lon,observed,AROME
20160422_120002.jpg,2016-04-22T12:00:02+00:00,59.911,10.732,5,7
20160422_150001.jpg,2016-04-22T15:00:01+00:00,59.911,10.732,6,7
20160422_180003.jpg,2016-04-22T18:00:03+00:00,59.911,10.732,3,1
20160423_060001.jpg,2016-04-23T06:00:01+00:00,59.911,10.732,1,1
20160423_090002.jpg,2016-04-23T09:00:02+00:00,59.911,10.732,3,6
20160423_120001.jpg,2016-04-23T12:00:01+00:00,59.911,10.732,7,6
20160423_150005.jpg,2016-04-23T15:00:05+00:00,59.911,10.732,7,7
20160423_180001.jpg,2016-04-23T18:00:01+00:00,59.911,10.732,4,7
20160424_060005.jpg,2016-04-24T06:00:05+00:00,59.911,10.732,5,4
20160424_090005.jpg,2016-04-24T09:00:05+00:00,59.911,10.732,6,3
20160424_120002.jpg,2016-04-24T12:00:02+00:00,59.911,10.732,7,1
20160424_150003.jpg,2016-04-24T15:00:03+00:00,59.911,10.732,7,4
20160424_180003.jpg,2016-04-24T18:00:03+00:00,59.911,10.732,5,7
20160425_060001.jpg,2016-04-25T06:00:01+00:00,59.911,10.732,7,7
20160425_090005.jpg,2016-04-25T09:00:05+00:00,59.911,10.732,6,7
20160425_120001.jpg,2016-04-25T12:00:01+00:00,59.911,10.732,6,7
20160425_150002.jpg,2016-04-25T15:00:02+00:00,59.911,10.732,7,3
20160425_180005.jpg,2016-04-25T18:00:05+00:00,59.911,10.732,6,3
20160426_060002.jpg,2016-04-26T06:00:02+00:00,59.911,10.732,1,6
20160426_090005.jpg,2016-04-26T09:00:05+00:00,59.911,10.732,6,6
20160426_120002.jpg,2016-04-26T12:00:02+00:00,59.911,10.732,6,7
20160426_150001.jpg,2016-04-26T15:00:01+00:00,59.911,10.732,6,4
20160426_180002.jpg,2016-04-26T18:00:02+00:00,59.911,10.732,3,4
20160427_060007.jpg,2016-04-27T06:00:07+00:00,59.911,10.732,1,0
20160427_090004.jpg,2016-04-27T09:00:04+00:00,59.911,10.732,6,0
20160427_120001.jpg,2016-04-27T12:00:01+00:00,59.911,10.732,7,4
20160427_150003.jpg,2016-04-27T15:00:03+00:00,59.911,10.732,7,7
